0	0	a	In his “Mad Money Lightning Round, host Jim Cramer said that Netflix (NASDAQ: NFLX) has had a terrific quarter and it is going to go higher. Whosoever is bearish about the stock does not know about streaming video. NFLX was up 2.04% to close at $50.97. In after hours trading, NFLX soared 17.15% to $59.71. Jim gives a double thumbs up to Chesapeake Energy (NYSE: CHK), which he thinks is performing well. For Brown Shoe (NYSE: BWS), he says that it is historically undervalued and offers a terrific buy. CHK’s shares lost 2.26% to close at $25.93, while, BWS’s shares inched up 0.08% to close at $12.87. Jim was not ecstatic about Johnson & Johnson (NYSE: JNJ) and said that he prefers other companies in this sector. JNJ still went up 1.04% to close at $63.44. When asked about Mittal Steel (NYSE: MT), Jim said that he would prefer Nucor (NYSE: NUE) to MT. NUE is an impressive company that offers great dividend. Although MT lost 0.27% yesterday to gain 0.79% in pre-market trading, NUE’s shares dipped 2.23% to close at $42.59. Read more about Jim Cramer
1	1	a	CNBC Fast Money's Pete Najarian spotted an interesting options activity in Commercial Metals Company (NYSE: CMC). There is a rumor on the market that Nucor Corporation (NYSE: NUE) could buy Commercial Metals Company (NYSE: CMC). Pete Najarian believes that if something is going to happen with Commercial Metals Company (CMC), it is going to happen in the next two to three weeks. CMC spiked 8.88% today and Nucor (NUE) dropped 1.56%.
2	1	a	CNBC Mad Money's Jim Cramer was pretty bullish while answering fans' questions in the Lightning Round. He said that he always liked Millicom International Cellular SA (USA) (NASDAQ: MICC) and that the caller should hold his long position. Cramer likes Saks Incorporated (NYSE: SKS). He thinks it is a good stocks and likes its growth plans. Saks (SKS) gained 2.23% today. In the space he also likes Tiffany (NYSE: TIF), Nordstrom, Inc. (NYSE: JWN) and Ralf Lauren (NYSE: RL). Sensata Technologies Holding N.V. Ordinary Shares (NYSE: ST) is not high enough, thinks Cramer. He wants to pull the trigger and buy it at this price. Sensata Technologies (ST) fell 0.88% today and closed at $18. Zimmer Holdings, Inc. (NYSE: ZMH) likes this stock and thinks it is cheap. The best play in the space is Abbot (NYSE: ABT) thinks Cramer. Zimmer Holdings (ZMH) fell 0.70%. Philip Morris International Inc. (NYSE: PM) is a growth company and Cramer would pull a trigger and buy it at this levels. PM fell 1.05% today. Cramer believes that BGC Partners, Inc. (NASDAQ: BGCP) is a good business and is very excited about this company. He is a buyer at these levels. BGC Partners (BGCP) lost 0.97% today. Mr. Cramer can't recommend US Steel (NYSE: X), with Nucor Corporation (NYSE: NUE) sitting at $45.82.
3	1	a	In his Mad Money Lightning Round, Jim Cramer said that he did not like Duff & Phelps (NYSE: DUF) and would not want to invest in it until the company reports another quarter. DUF’s shares lost 0.06% yesterday. Jim thinks Limited Brands (NYSE: LTD) has turned around. Although the company may not be as good as some, he will recommend the stock to traders. LTD gained 1.02% in after hours, after falling 2.16% in yesterday’s trading. Although Jim liked the performance of Fortune Brands (NYSE: FO) in the last quarter, the stock has risen too much. He said he preferred Home Depot (NYSE: HD) instead. While FO added 0.04%, HD climbed 0.54% in after hours. Jim said that he would not want to buy United States Steel (NYSE: X) and it is finally the right time to purchase Nucor (NYSE: NUE) as they are “the most bullish they've been in years.” While NUE added 0.64%, X moved up 0.53% in after hours trading. Jim said that he still recommended Hot Topic (NASDAQ: HOTT), despite the fact that people were getting impatient on the stock. HOTT jumped 2.19% in the after hours session. Read more on Jim Cramer.
4	0	a	According to an article on TheStreet, buying opportunities created by metal sell-offs over the past two weeks will trigger gains in base metals during this week. Europe's debt woes and China's property concerns are likely to result in continued volatility in the markets. However, buying sentiment in the markets has further improved, led by speculation of a rise in Chinese demand, the South Korean government’s announcement to hold talks with North Korea to reduce tensions in the region and upgrades by Citigroup (NYSE: C) on metal stock. An expansion in China's demand for base metals is foreseen by the world's third-largest mining company Rio Tinto (NYSE: RTP). According to RTP’s CEO Tom Albanese, the demand for iron ore, aluminum and copper is going to double over the next 15 years. Yesterday in RTP’s annual general meeting, Chairman Jan du Plessis said, China's demand for iron ore, copper, coal and aluminum is expected to grow over the next 15 years, after which time we expect to see increasing demand from India. The long-term outlook, therefore, continues to make our business an attractive proposition. Analyst Brian Yu of Citigroup has confidence that metal stocks offer good value. He upped its rating for AK Steel (NYSE: AKS) to “buy” as he believes that price correction in the stock is overdone. However, Brian cut the earnings and price targets for the stock. By 1:07 pm, AKS had dropped 2.19% to $14.73. According to Yu, the base metal stocks that offer the maximum upside to investors include copper giant Freeport-McMoRan Copper & Gold (NYSE: FCX), iron ore miner Cliff Resources (NYSE: CLF) and scrap-metal recycler Nucor (NYSE: NUE). By 1:07 pm, FCX had climbed 1.21% to $68.44, CLF had rallied 4.10% to $53.80 and NUE had appreciated 1.17% to $43.48. To see more trading ideas, click here.
5	0	a	Analysts at Deutsche Bank maintain their buy rating on Nucor (NYSE: NUE). The target price for NUE is set to $50. During the conference with Deutsche Bank, “Nucor characterized demand as stable and it views recent 'caution' in the supply chain as a reaction to lower metallic (scrap/iron ore) costs. Also, it doesn't expect scrap prices to remain under pressure for the balance of '10.” “An uncertain economic outlook is a limitation but acquisitions remain a priority for Nucor within each of its business units…. An equity investment operating 23 sheet processing centers in N. America; mainly leveraged to auto & appliance demand (75% of vols). Also, NUE doesn't believe NuMit threatens its mill customers and it will use this entity for further processing acquisitions,” the analysts say. More Analyst Ratings here
6	0	a	In his Monday’s “Mad Money Lightning Round” on CNBC, Jim Cramer said that several traders bought Chicago Mercantile Exchange (NYSE: CME) ahead of financial regulation. He mentioned that CME is a dominant player and he will continue to hold the stock. CME fell 1.01% yesterday. For Alcoa (NYSE: AA), Jim said that he did not like the way the quarter shaped up for the company. He added that the stock lacked momentum. He told traders that he prefers Nucor (NYSE: NUE), “where there's more upside potential. While AA lost 0.27%, NUE went down 0.02% in after hours. According to Jim, Atheros Communications (NASDAQ: ATHR) is another wireless communications company for which there is not much to write about. He told traders to invest in Skyworks Solutions (NASDAQ: SWKS) instead. SWKS added 2.03% in yesterday’s trading. When asked about Sears Holdings (NASDAQ: SHLD), Jim said, I would tell you that Sears sells into that first time homebuyers market that's fallen with the expiration of the tax credit. I'm going to stick my neck out and say buy it. SHLD moved up 0.03% in after hours trading. Jim said that he is on the buy side for Baidu.com (NASDAQ: BIDU) and will be reevaluating the stock only after the stock hits $90. After climbing 2.96% yesterday, BIDU added 0.10% in after hours. While all the biotechs are rising due to the takeover hype, Jim stressed that Celgene (NASDAQ: CELG) is not a takeover target. He mentioned that he would prefer to sell the stock now and buy it when the price falls.
7	1	a	Overview The Metals & Mining Industry encompasses the extraction (mining), as well as the primary and secondary processing of metals and minerals such as aluminum, gold, precious metals, coal and steel. The industry is oligarchic in structure, with a few producers accounting for the lion’s share of the output. The largest segment of the global metals market is iron and steel, followed by aluminum. The iron and steel segment comprises more than half the industry in terms of volume. This industry includes metal ore exploration and mining services, iron and steel foundries for smelting, rolling, forging, spinning, recycling, stamping, polishing and plating of iron and steel products such as pipes, tubes, wire, spring, rolls and bars. Luxembourg-based ArcelorMittal (MT), the world’s largest steel producing company, produced 73.2 million tons in 2009, representing 6% of the world's steel output. The precious metal and mineral industry consists of companies engaged in the extraction and primary processing of gold, silver, platinum, diamond, semi-precious stones, uranium and other rare minerals and ores, along with the cultivation of pearls. Anglo American Plc., the largest gold producer by market capitalization, dominates the gold industry. Historically, the automotive and construction markets have been the largest consumers of metals, accounting for more than 50% of total demand. Other metal consumers include energy, electrical equipment, agricultural, domestic and commercial equipment and industrial machinery. Large automakers such as General Motors Corporation (GM), Ford Motor Company (F), Toyota Motor Corporation (TM) and Honda Motor Company (HMC) are big consumers of metals, chiefly steel and aluminum. Outlook The global metal industry is cyclical, highly competitive and has historically been characterized by overcapacity (excess of supply over demand). Metal producers are subject to cyclical fluctuations in London Metal Exchange prices, general economic conditions and end-use markets. Individual company profitability depends on volume and operating efficiency. Large producers with huge resources are able to discover, develop new deposits and boost reserves, while smaller ones own few mines and concentrate on them. Mergers and acquisitions (M&A) has historically been a critically important growth strategy for metal companies. While the slow economic recovery is a significant factor in short-term decisions regarding M&A activity, mining companies expect to make acquisitions over the next three years. The M&A activity is also supported by higher metal prices that have strengthened the financial positions of many mining giants. Geographically, the Asia-Pacific region is witnessing higher production and consumption of metals, especially China and India. Per capita consumption levels in both these countries are calibrating to U.S./European levels, which could -- theoretically, at least -- double metal demand in the longer term. In recent years, capacity growth in China has significantly exceeded the growth in market demand. A continuation of this unbalanced growth trend or a significant decrease in China’s rate of economic expansion could result in the country increasing its metal exports. Yet, we expect global metal demand to improve in the long term with the recovery of user industries. Developed regions such as the US and Europe are showing signs of recovery. Despite some concerns about its sustainability, China is expected to remain the largest consumer of metals in the future. Metals in Detail: Steel As the major shareholder (about 60%) in the metals market, the steel industry was strongly affected by the global economic downturn. Massive over-capacity is one of the major headwinds for steel, which continues to weigh on prices. Moreover, the industry has witnessed a number of trade disputes involving the U.S., in particular, the imposition of tariffs of up to 30% on imported steel. Rising raw material prices -- iron ore and coal (metallurgical) -- are also a major concern for the steel industry. AK Steel Holding Corporation (AKS), for instance, expects a 65% rise in benchmark iron ore prices in the near term. Demand in key metal consuming industries such as autos, shipbuilding and construction, continues to remain weak, forcing global metal producers to slacken output levels. While utilization levels have improved recently, steel makers were operating at less than 50% capacity last year. U.S. Steel Corporation (X) -- the eighth largest steel producer in the world, the largest integrated steel producer headquartered in North America and one of the largest integrated flat-rolled producers in Central Europe -- slashed production by almost 37% in 2009, while Korean steel maker POSCO (PKX) had to scale down output by about 10.9%. Steel demand is reviving slowly, with improving end-markets on the back of a recovering global economy. Steel giant ArcelorMittal and U.S. Steel are restarting furnaces or are planning to in the near future. Industry steel mill utilization rates have increased to above 70%. The current high in steel demand helped reverse losses for the third largest steel maker Steel Dynamics Inc. (STLD) and the largest recycler of steel scrap in the U.S., Nucor Corporation (NUE). Steel Dynamics’ second-quarter earnings of 22 cents reversed losses of 8 cents recorded in the year-ago quarter. Similarly, Nucor reported a profit of 29 cents per share in the second quarter of 2010, in contrast to a net loss of 43 cents per share in the same quarter of 2009. The World Steel Association expects a 10.7% increase in global steel demand this year and a further 5.3% gain in 2011 compared to 2010 level. The impetus is mostly expected from a surge in Chinese steel demand, which is likely to grow 6.7% to 579 million tons in 2010. But despite these improving trends, average selling prices are still struggling, as the pace of recovery in the U.S. and global markets is slow at best. The ongoing slowdown has marred prospects in the housing and construction sectors in the near term. AK Steel Holding Corporation (AKS), Nucor and Steel Dynamics have provided a bleak overall near-term price outlook, although they expect end-markets to stabilize. Collectively, AK Steel, Nucor and ArcelorMittal have a Zacks #4 Rank (Sell) for the short-term (1 to 3 months), while we maintain our Neutral recommendation in the long term for all three, given the outlook for steel. However, Steel Dynamics holds a Zacks #5 Rank (Strong Sell) and has a long-term Underperform recommendation driven by a very weak earnings outlook. Gold The outlook for investment is positive overall, with absolute levels of demand likely to remain well supported by continued economic and currency uncertainty, inflation concerns and the search for diversification. In 2009, global gold supply exceeded demand by 15%, reflecting favorable gold prices. However, based on the marginal improvement in the economic environment in 2010, the World Gold Council expects an increase in demand for jewelry, which in turn will help global gold demand. A potential shot in the arm for the precious metal is the expected increase in central bank gold holdings, primarily as a diversification play. The value and wealth preservation attributes of gold continue to attract investors and consumers. Jewelry and investment demand in non-western markets continues to rebound from the low levels in 2009, while industrial demand has started to recover in response to an improvement in economic conditions. India, which alone consumes nearly 45%−50% of the world gold production, should drive demand for gold along with China in the next half of 2010. Chinese gold demand is expected to double in 10 years. Concerns over the recent European debt crisis have also led to strong buying of gold coins, bars and gold exchange traded funds in particular. We saw gold demand and prices strengthen in the first six months of 2010, a trend that is likely to remain in place in the rest of the year. Higher prices bode well for gold producers, which should benefit giants such as Barrick Gold (ABX), Agnico-Eagle (AEM) and Goldcorp Inc. (GG). However, gold producers Newmont Mining (NEM) and Kinross Gold Corporation (KGC) suffer from lower ore grades that subdue production levels, increase mining costs and offset the benefits of rising gold prices. Overall, the stock prices of gold producers are not expected to benefit much from this overall favorable commodity-price backdrop. This is reflected in our overall neutral view on the space. Aluminum The aluminum industry is highly cyclical, with prices subject to worldwide supply and demand forces along with other influences. Aluminum prices at the LME have plunged around 20% from their April highs to $1,969 per ton. The greatest risk for aluminum producers would be a further decline in aluminum prices. However, we expect aluminum demand to increase in the long term, outstripping supply growth with the improving end-markets. Leading aluminum producers such as Alcoa Inc. (AA), Paramount Gold and Silver Corporation (PZG) and Aluminum Corporation of China (ACH) should benefit from the improving demand outlook. In the medium to long term, Alcoa expects aluminum consumption to improve globally with improving automotive and packaging industries, one of the key consumer markets. Aluminum is widely used for packaging, beverage cans, food containers and foil products. The automobile market is also becoming increasingly aluminum intensive, benefiting from the recyclability and the light weight of the metal. Alcoa now expects demand to grow about 10% to 12% in 2010. The aluminum giant predicts Chinese aluminum consumption to jump 21% and about 6.5% globally (excluding China) in 2010. Currently, Alcoa, Paramount Gold and Silver and Aluminum Corporation of China hold a Zacks #3 Rank (Hold) supported by a long-term Neutral recommendation. Copper Copper prices started on a downtrend in early July 2010 and are expected to remain volatile in the near term, which could be a major headwind for copper companies. Revenues and margins for copper producers like Freeport-McMoRan Copper & Gold Inc. (FCX) and Southern Copper Corporation (SCCO) were affected by the recent fall in copper prices and volumes, primarily driven by the slowing economic activities in China. However, the long-term view is favorable. Market conditions are expected to be positive for copper in the next couple of years due to higher consumption of the metal in the developing nations. Copper companies that have a high leverage to copper prices will benefit immensely from the potential demand in copper in the developing markets. The near-term headwinds led to the short-term Zacks #4 Rank (Sell) and Zacks #3 Rank (Hold) on Freeport and Southern Copper, respectively. However, both companies have a Neutral recommendation on a positive long-term outlook. ALCOA INC (AA): Free Stock Analysis Report BARRICK GOLD CP (ABX): Free Stock Analysis Report AK STEEL HLDG (AKS): Free Stock Analysis Report FORD MOTOR CO (F): Free Stock Analysis Report FREEPT MC COP-B (FCX): Free Stock Analysis Report GOLDCORP INC (GG): Free Stock Analysis Report HONDA MOTOR (HMC): Free Stock Analysis Report KINROSS GOLD (KGC): Free Stock Analysis Report ARCELOR MITTAL (MT): Free Stock Analysis Report NEWMONT MINING (NEM): Free Stock Analysis Report NUCOR CORP (NUE): Free Stock Analysis Report POSCO-ADR (PKX): Free Stock Analysis Report SOUTHERN COPPER (SCCO): Free Stock Analysis Report STEEL DYNAMICS (STLD): Free Stock Analysis Report TOYOTA MOTOR CP (TM): Free Stock Analysis Report UTD STATES STL (X): Free Stock Analysis Report Zacks Investment Research
8	1	a	Shares of steel producers are rebounding in early Wednesday trade after being hit hard the past few days after price target cuts at Goldman Sachs. Shares of U.S. Steel (NYSE: X) are up 69 cents to $45.68, a gain of 1.5%. Goldman had cut its price target to $45 from $51, citing weak demand. Shares of Nucor (NYSE: NUE) are up 26 cents or 0.7% today. Goldman had cut its price target to $40 from $45 for the same reason. Learn how to find the best stocks to trade each day in our 70 page E-Book and 90 minute online video for free.
9	0	a	The U.S. houses one of the world's largest steel industries. It is rather concentrated in structure, with a few producers accounting for the lion's share of sales. ArcelorMittal (MT) is the world's largest steel company, with crude steel production of 73.2 million tons in 2009, representing about 6% of the global steel output. Steel products are classified into four broad categories: flat steel products, long steel products, scrap and semi-finished products. Flat products include plates, hot-rolled strip and sheets, and cold-rolled strip and sheets. The long steel product category comprises wire rods, beams, reinforced bars and merchant bars. The products under both these categories are rolled from steel slabs, which are considered as unfinished or semi-finished products that are generally not sold. Historically, the automotive and construction markets have remained the largest consumers of steel, absorbing more than half of the total steel produced. Large automakers such as General Motors (MTLQQ), Ford Motor Company (F), Toyota Motor Corporation (TM) and Honda Motor Company (HMC) depend upon the steel industry. Other steel consuming industries include appliances, agricultural implements, converters, containers, energy, electrical equipment and industrial machinery. Growth Trends Accelerating demand in the automobile and construction markets triggered production growth in the steel industry before the recession hit. However, the global economic turmoil that started at the end of 2008 and continued through much of 2009 severely impacted both these markets, with the demand for steel nose-diving as a consequence. Steel manufacturers saw inventories soaring and scrambled to cut production. With the global economy picking up in late 2009, the steel industry started seeing signs of improvement. However, given its economic sensitivity, we expect global steel demand to improve only gradually, in line with the recovery in the user industries, especially automotive and residential construction. According to World Steel Association (“worldsteel”), steel demand in the U.S. was down 41.6% in 2009 at 57.4 million tons. However, with the economy in recovery mode, the industrial sector is expected to drive a 26.5% increase in steel demand in the U.S. in 2010 and a further 7.5% in 2011 to 78.1 million tons. The emerging economies reflected growth trends throughout the recession and are expected to continue to drive steel demand, going forward. Worldsteel expects steel demand in India to grow 13.9% and 13.7% in 2010 and 2011, respectively, following a growth of 7.7% in 2009. The European Union experienced a 35.2% decline in steel demand in 2009. Spain and Italy saw a significant fall in steel production with the breakdown of their construction market. According to the association, in 2010 the European region will see an increase of 13.7% in steel demand, driven by the restocking of inventory. Japan would see steel demand rising 10.3% in 2010 after a 31.7% fall in 2009. However, worldsteel expects Chinese steel consumption to increase by a modest 6.7% to 579 million tons in 2010, after an impressive 24.8% increase in 2009. Expansionary Chinese economic policies, easy credit and construction initiatives have thus far sustained demand. But with China attempting to rein in its overheated property sector and engineer a soft landing for its economy, steel demand will most likely soften noticeably in the coming months. Globally, worldsteel anticipates steel demand to rise 10.7% to 1,241 million tons in 2010 in contrast to last year's decline of 6.7%. For 2011, worldsteel expects global steel requirement to inch up 5.3% to 1,306 million tons. Production Scenario The year 2010 started well for the steel industry, with improving demand conditions in several end markets, leading to a steady rise in steel production worldwide. All major steel-producing countries -- Brazil, China, Germany, Japan, Russia, Turkey, the U.S. and Ukraine -- have recorded healthy production so far this year. According to worldsteel, North American steel output jumped 50.3% year over year to 74.8 million tons in the first 8 months of 2010. However, it is still lagging the 19.4% growth rate seen in 2008. In the European Union, steel production shot up 37.5% to 115.6 million tons in the first 8 months of 2010 while production in Asia climbed 17.8% to 592.7 million tons. Of this, China experienced a 15.3% production growth to 425.7 million tons while Japanese production leapt 38.1% to 72.7 million tons over the first 8 months. Over the same period, steel production in Brazil soared 40.5% to 22.1 million tons and that in Russia jumped 15.4% to 43.8 million tons. In Ukraine, steel production moved up 11.7% to 21.2 million tons. Industry Capacity The global steel industry is capital intensive, cyclical, highly competitive and has historically been characterized by overcapacity. Capacity utilization rates were, however, low (around 60%) at the beginning of 2009, in response to the much softer demand. With steel demand picking up in the latter half of the year, capacity utilization rates increased to above 70%. Utilization rates continued to increase in the first half of 2010, averaging at over 80%. The capacity utilization rate has, however, come down to around 70% again since then. Steel makers continue to add capacity besides resuming operations at the idled facilities, inspired by the expected rebound in steel industry in the longer term. Price Trends The steel industry has long witnessed volatility in prices with a large spot market. Steel prices rose steadily for most of 2008, after which there was a downtrend. Lower prices had an adverse effect on steel producers, who recorded lower revenues and margins, and had to write down finished steel and raw material inventories. The period witnessed major steel producers slashing production to minimize inventory accumulation. U.S. Steel Corporation (X), the fifth-largest steel producer worldwide, cut down production by almost 62% during the second quarter of 2009, while Korean steel maker POSCO (PKX) cut production by about 15%. This was the first time in its history that POSCO was forced to adopt such a measure, proof of the very adverse operating environment. Although steel prices have been stabilizing since the latter part of 2009, it is significantly below the pre-crisis level. We believe that a sustained recovery in steel prices remains uncertain in the backdrop of sluggish economic activity. Factors Affecting Steel Prices Chinese Imports: The steel industry is also affected by fluctuations in steel import–export and tariffs. China is the largest steel producer globally, with the balance between its domestic production and consumption being an important factor in global steel prices. Consumers in the U.S. are importing cheaper steel from China, which is forcing domestic steel producers to sell at lower prices, and even at a loss, sometimes. To this end, the U.S. government has been imposing anti-dumping duties on Chinese steel imports. Concerns about the sustainability of economic recovery and question marks about China's growth momentum come into play in the pricing equation. This relatively uncertain China outlook, coupled with a still tentative recovery in the developed world, is expected to weigh on prices. Threat from substitutes: Steel has many substitutes like aluminum, which replaces it in the automotive markets. Cement, composites, glass, plastic and wood are also used as steel substitutes. This significantly influences market prices and demand for steel products. Raw Material Trends The key input for steel production is iron ore. Apart from this, coking coal and coke, scrap, electricity and natural gas are also used as inputs in steel production. The raw materials industry is highly concentrated with only three major players -- Vale (VALE), Rio Tinto (RTP) and BHP Billiton (BHP) – having significant pricing power. The risk lies in consolidation among raw material suppliers. For instance, the announced iron ore joint venture between mining companies BHP Billiton and Rio Tinto would further increase the pricing power of both the suppliers. Steel makers would face higher production costs if suppliers shift to sales based on spot prices from the long-term fixed price contract system, as spot prices for most of the raw materials, especially iron ore, remained high from 2006 through 2008. In 2009, iron ore prices, which are linked with the London Metal Exchange prices, were about 28% to 33% below the benchmark prices. Iron ore prices have remained volatile during most of 2010 and are expected to rise sharply in 2011. AK Steel Holding Corporation (AKS) expects a 65% rise in benchmark iron ore prices in the near term. The company assumes reduction of its earnings by $11 million or $7 per ton for each 5% increase in iron ore prices. The prices of coking coal, zinc and nickel, as well as scrap, have followed a similar trend. Consolidation Mergers and acquisitions (M&A) have remained an important business strategy in the steel industry. M&A activities prevent additional steel capacity, providing production efficiency and economies of scale. The biggest example is Mittal Steel's acquisition of Arcelor in 2006 and their merger in 2007. The Tata Steel and Corus merger in 2008 is another good instance of industry consolidation. The industry is likely to see more M&A activity in the coming years as the industry players prepare themselves for a recovery in the long run. Zacks Recommendation Iron ore pricing concerns have led to a negative outlook for steel manufacturers. Revenues and average selling prices are lower, as the U.S. and global markets are in a gradual recovery. In the short term, we are negative on steel manufacturers like AK Steel Holding Corporation, Steel Dynamics Inc. (STLD) and Allegheny Technologies Incorporated (ATI). AK Steel's cost structure is higher than its peer group due to a greater reliance on an external supply of raw materials such as carbon scrap, purchased slabs, iron ore and purchased coke. Iron ore is the key raw material in steel manufacturing operations. The company expects to purchase about 6 million tons of iron ore pellets in 2010. One of the largest and most diversified producers of specialty materials in the world, Allegheny Technologies has forecasted operating losses in the near-term. Allegheny has been battling cost-pressures associated with high raw material costs. For Allegheny, a hypothetical $1.00 per mmbtu increase in the price of natural gas would result in increased annual energy costs of about $10 to $12 million. Costs of scrap and oil are also rising significantly. A change of $1.00 per pound in nickel prices would result in increased costs of about $80 million, while a hike of $0.01 per pound of ferrous scrap would result in increased costs of approximately $5 million. We remain strongly negative on Steel Dynamics, the third-largest steel maker in the U.S., who is operating its structural steel mills at less than 40% of its total capacity due to uncertain demand conditions. However, industry giants with integrated business models like U.S. Steel Corp and ArcelorMittal have an edge over their peers. Both steel makers have substantial captive sources of iron ore and coal and source about 75%–80% of their coke and iron ore requirements from owned and/or operated facilities. U.S. Steel Corp returned to profitability in the second quarter of 2010 on improving business conditions. Similarly, earnings of Nucor Corporation, the largest recycler of steel scrap in the U.S. , broke out from the loss territory in the last quarter of 2009. We expect Nucor to exhibit strong profitability driven by long-term contracts, cost reduction efforts and a dominant acquisition strategy. Collectively, ArcelorMittal, AK Steel, Allegheny Technologies, United States Steel Corporation and Nucor Corporation carry long-term Neutral recommendations, while Steel Dynamics has a long-term Underperform recommendation. AK STEEL HLDG (AKS): Free Stock Analysis Report ALLEGHENY TECH (ATI): Free Stock Analysis Report BHP BILLITN LTD (BHP): Free Stock Analysis Report FORD MOTOR CO (F): Free Stock Analysis Report HONDA MOTOR (HMC): Free Stock Analysis Report ARCELOR MITTAL (MT): Free Stock Analysis Report MOTORS LIQUIDAT (MTLQQ): Free Stock Analysis Report NUCOR CORP (NUE): Free Stock Analysis Report RIO TINTO-ADR (RTP): Free Stock Analysis Report STEEL DYNAMICS (STLD): Free Stock Analysis Report TOYOTA MOTOR CP (TM): Free Stock Analysis Report VALE RIO DO-ADR (VALE): Free Stock Analysis Report UTD STATES STL (X): Free Stock Analysis Report Zacks Investment Research
